"","ime","leto","stevilo","spol"
"63167","Sandrina",2013,5,"zenske"
"63168","Sanela",2013,684,"zenske"
"63169","Sanida",2013,10,"zenske"
"63170","Sanija",2013,52,"zenske"
"63171","Sanije",2013,52,"zenske"
"63172","Sanijela",2013,10,"zenske"
"63173","Sanita",2013,24,"zenske"
"63174","Sanja",2013,2401,"zenske"
"63175","Sanjica",2013,7,"zenske"
"63176","Santina",2013,30,"zenske"
"63177","Sara",2013,7208,"zenske"
"63178","Sara Ana",2013,11,"zenske"
"63179","Sara Marija",2013,10,"zenske"
"63180","Sarafina",2013,5,"zenske"
"63181","Sarah",2013,194,"zenske"
"63182","Saraja",2013,10,"zenske"
"63183","Sarajka",2013,6,"zenske"
"63184","Saranda",2013,18,"zenske"
"63185","Sarita",2013,10,"zenske"
"63186","Sashka",2013,5,"zenske"
"63187","Sasa",2013,3261,"zenske"
"63188","Sasa Aleksandra",2013,9,"zenske"
"63189","Saska",2013,257,"zenske"
"63190","Satja",2013,12,"zenske"
"63191","Sava",2013,101,"zenske"
"63192","Saveta",2013,15,"zenske"
"63193","Savica",2013,49,"zenske"
"63194","Savina",2013,66,"zenske"
"63195","Savka",2013,117,"zenske"
"63196","Saca",2013,20,"zenske"
"63197","Seada",2013,11,"zenske"
"63198","Sebiha",2013,38,"zenske"
"63199","Sebila",2013,12,"zenske"
"63200","Sebile",2013,5,"zenske"
"63201","Sebina",2013,58,"zenske"
"63202","Sebira",2013,22,"zenske"
"63203","Sedija",2013,29,"zenske"
"63204","Sedika",2013,17,"zenske"
"63205","Sedina",2013,70,"zenske"
"63206","Sedzida",2013,9,"zenske"
"63207","Sefija",2013,37,"zenske"
"63208","Sefira",2013,6,"zenske"
"63209","Sehare",2013,6,"zenske"
"63210","Sehija",2013,8,"zenske"
"63211","Seida",2013,37,"zenske"
"63212","Seide",2013,7,"zenske"
"63213","Seima",2013,7,"zenske"
"63214","Sejada",2013,14,"zenske"
"63215","Sejida",2013,17,"zenske"
"63216","Seka",2013,9,"zenske"
"63217","Selda",2013,5,"zenske"
"63218","Seldina",2013,5,"zenske"
"63219","Selena",2013,42,"zenske"
"63220","Selima",2013,28,"zenske"
"63221","Selime",2013,14,"zenske"
"63222","Selin",2013,8,"zenske"
"63223","Selina",2013,53,"zenske"
"63224","Selma",2013,349,"zenske"
"63225","Selmina",2013,6,"zenske"
"63226","Selmira",2013,5,"zenske"
"63227","Selvedina",2013,24,"zenske"
"63228","Selvete",2013,15,"zenske"
"63229","Selvija",2013,7,"zenske"
"63230","Selvije",2013,19,"zenske"
"63231","Selvira",2013,9,"zenske"
"63232","Sema",2013,6,"zenske"
"63233","Semina",2013,13,"zenske"
"63234","Semira",2013,117,"zenske"
"63235","Semka",2013,20,"zenske"
"63236","Semra",2013,21,"zenske"
"63237","Sena",2013,29,"zenske"
"63238","Senada",2013,398,"zenske"
"63239","Senadija",2013,12,"zenske"
"63240","Senaida",2013,6,"zenske"
"63241","Sendi",2013,34,"zenske"
"63242","Sendy",2013,12,"zenske"
"63243","Senela",2013,8,"zenske"
"63244","Senida",2013,11,"zenske"
"63245","Seniha",2013,12,"zenske"
"63246","Senija",2013,219,"zenske"
"63247","Senita",2013,16,"zenske"
"63248","Senja",2013,35,"zenske"
"63249","Senka",2013,120,"zenske"
"63250","Senta",2013,55,"zenske"
"63251","Serafina",2013,14,"zenske"
"63252","Serena",2013,15,"zenske"
"63253","Sergeja",2013,411,"zenske"
"63254","Sergija",2013,9,"zenske"
"63255","Servete",2013,13,"zenske"
"63256","Seta",2013,7,"zenske"
"63257","Sevda",2013,14,"zenske"
"63258","Sevdija",2013,6,"zenske"
"63259","Sevdije",2013,35,"zenske"
"63260","Severina",2013,101,"zenske"
"63261","Sevim",2013,7,"zenske"
"63262","Sevla",2013,6,"zenske"
"63263","Sevleta",2013,5,"zenske"
"63264","Sevlija",2013,11,"zenske"
"63265","Shana",2013,10,"zenske"
"63266","Sharon",2013,5,"zenske"
"63267","Shefkije",2013,8,"zenske"
"63268","Shehide",2013,5,"zenske"
"63269","Shehrije",2013,9,"zenske"
"63270","Sheila",2013,11,"zenske"
"63271","Shemsije",2013,18,"zenske"
"63272","Sheribane",2013,5,"zenske"
"63273","Sherife",2013,10,"zenske"
"63274","Shkurta",2013,11,"zenske"
"63275","Shkurte",2013,20,"zenske"
"63276","Shpresa",2013,30,"zenske"
"63277","Shukrije",2013,14,"zenske"
"63278","Shyhrete",2013,14,"zenske"
"63279","Shqipe",2013,27,"zenske"
"63280","Sibel",2013,8,"zenske"
"63281","Sibila",2013,38,"zenske"
"63282","Sidika",2013,7,"zenske"
"63283","Sidonija",2013,138,"zenske"
"63284","Siena",2013,5,"zenske"
"63285","Sifeta",2013,11,"zenske"
"63286","Sigrid",2013,8,"zenske"
"63287","Sija",2013,6,"zenske"
"63288","Silva",2013,4784,"zenske"
"63289","Silva Ana",2013,5,"zenske"
"63290","Silva Marija",2013,23,"zenske"
"63291","Silvana",2013,608,"zenske"
"63292","Silverija",2013,18,"zenske"
"63293","Silvestra",2013,773,"zenske"
"63294","Silvestra Marija",2013,5,"zenske"
"63295","Silvia",2013,95,"zenske"
"63296","Silvica",2013,16,"zenske"
"63297","Silvija",2013,608,"zenske"
"63298","Simeona",2013,13,"zenske"
"63299","Simeuna",2013,9,"zenske"
"63300","Simka",2013,8,"zenske"
"63301","Simona",2013,5848,"zenske"
"63302","Simona Marija",2013,6,"zenske"
"63303","Simonca",2013,71,"zenske"
"63304","Simone",2013,11,"zenske"
"63305","Simoneta",2013,5,"zenske"
"63306","Simonida",2013,5,"zenske"
"63307","Simonka",2013,39,"zenske"
"63308","Simuna",2013,7,"zenske"
"63309","Sinavere",2013,5,"zenske"
"63310","Sindi",2013,34,"zenske"
"63311","Sindis",2013,5,"zenske"
"63312","Sindy",2013,10,"zenske"
"63313","Sinja",2013,40,"zenske"
"63314","Sintia",2013,12,"zenske"
"63315","Sintija",2013,47,"zenske"
"63316","Sintja",2013,8,"zenske"
"63317","Sladjana",2013,92,"zenske"
"63318","Sladzana",2013,18,"zenske"
"63319","Slagjana",2013,8,"zenske"
"63320","Slava",2013,400,"zenske"
"63321","Slavenka",2013,8,"zenske"
"63322","Slavi",2013,24,"zenske"
"63323","Slavica",2013,3409,"zenske"
"63324","Slavica Alojzija",2013,6,"zenske"
"63325","Slavka",2013,1294,"zenske"
"63326","Slavka Alojzija",2013,10,"zenske"
"63327","Slavojka",2013,100,"zenske"
"63328","Sladana",2013,402,"zenske"
"63329","Slobodanka",2013,230,"zenske"
"63330","Smaila",2013,10,"zenske"
"63331","Smilja",2013,189,"zenske"
"63332","Smiljana",2013,236,"zenske"
"63333","Smiljanka",2013,10,"zenske"
"63334","Smiljka",2013,58,"zenske"
"63335","Snezhana",2013,21,"zenske"
"63336","Sneza",2013,7,"zenske"
"63337","Snezana",2013,849,"zenske"
"63338","Snezanka",2013,8,"zenske"
"63339","Snezka",2013,6,"zenske"
"63340","Snezna",2013,42,"zenske"
"63341","Snijezana",2013,7,"zenske"
"63342","Snjezana",2013,370,"zenske"
"63343","Soca",2013,12,"zenske"
"63344","Sofia",2013,130,"zenske"
"63345","Sofie",2013,5,"zenske"
"63346","Sofija",2013,342,"zenske"
"63347","Sofije",2013,7,"zenske"
"63348","Soka",2013,20,"zenske"
"63349","Sonca",2013,6,"zenske"
"63350","Sonia",2013,19,"zenske"
"63351","Sonija",2013,9,"zenske"
"63352","Sonita",2013,6,"zenske"
"63353","Sonja",2013,8264,"zenske"
"63354","Sonja Ana",2013,7,"zenske"
"63355","Sonja Ivana",2013,5,"zenske"
"63356","Sonja Marija",2013,51,"zenske"
"63357","Sonja Zofija",2013,8,"zenske"
"63358","Sophia",2013,5,"zenske"
"63359","Sophie",2013,9,"zenske"
"63360","Soraja",2013,25,"zenske"
"63361","Soraya",2013,11,"zenske"
"63362","Spasa",2013,9,"zenske"
"63363","Spasenija",2013,11,"zenske"
"63364","Spomenka",2013,98,"zenske"
"63365","Srbijanka",2013,5,"zenske"
"63366","Srebra",2013,5,"zenske"
"63367","Srecka",2013,40,"zenske"
"63368","Sretenka",2013,11,"zenske"
"63369","Srna",2013,5,"zenske"
"63370","Stajka",2013,5,"zenske"
"63371","Staka",2013,19,"zenske"
"63372","Stamenka",2013,6,"zenske"
"63373","Stana",2013,339,"zenske"
"63374","Stanica",2013,17,"zenske"
"63375","Stanija",2013,19,"zenske"
"63376","Stanika",2013,7,"zenske"
"63377","Stanimirka",2013,8,"zenske"
"63378","Stanislava",2013,4275,"zenske"
"63379","Stanislava Ivana",2013,6,"zenske"
"63380","Stanislava Marija",2013,25,"zenske"
"63381","Stanislavka",2013,7,"zenske"
"63382","Stanka",2013,1223,"zenske"
"63383","Stanojka",2013,39,"zenske"
"63384","Stasa",2013,591,"zenske"
"63385","Staska",2013,11,"zenske"
"63386","Stefana",2013,5,"zenske"
"63387","Stefani",2013,19,"zenske"
"63388","Stefania",2013,14,"zenske"
"63389","Stefanie",2013,15,"zenske"
"63390","Stefanija",2013,24,"zenske"
"63391","Stefanka",2013,6,"zenske"
"63392","Stela",2013,194,"zenske"
"63393","Stella",2013,204,"zenske"
"63394","Steva",2013,8,"zenske"
"63395","Stevanija",2013,8,"zenske"
"63396","Stevka",2013,13,"zenske"
"63397","Stina",2013,31,"zenske"
"63398","Stoja",2013,135,"zenske"
"63399","Stojana",2013,55,"zenske"
"63400","Stojanka",2013,189,"zenske"
"63401","Stojica",2013,9,"zenske"
"63402","Stojka",2013,24,"zenske"
"63403","Stojna",2013,7,"zenske"
"63404","Suada",2013,159,"zenske"
"63405","Suana",2013,10,"zenske"
"63406","Subha",2013,17,"zenske"
"63407","Subhija",2013,17,"zenske"
"63408","Suela",2013,17,"zenske"
"63409","Suhbija",2013,5,"zenske"
"63410","Sumea",2013,7,"zenske"
"63411","Sumedija",2013,7,"zenske"
"63412","Sumeja",2013,35,"zenske"
"63413","Sumejja",2013,9,"zenske"
"63414","Suna",2013,7,"zenske"
"63415","Suncica",2013,29,"zenske"
"63416","Sunita",2013,13,"zenske"
"63417","Susanna",2013,8,"zenske"
"63418","Susanne",2013,20,"zenske"
"63419","Sutka",2013,5,"zenske"
"63420","Suvada",2013,135,"zenske"
"63421","Suzana",2013,5542,"zenske"
"63422","Suzi",2013,25,"zenske"
"63423","Suzy",2013,5,"zenske"
"63424","Svetka",2013,6,"zenske"
"63425","Svetlana",2013,573,"zenske"
"63426","Svetlanka",2013,10,"zenske"
"63427","Svijetlana",2013,9,"zenske"
"63428","Svitlana",2013,60,"zenske"
"63429","Svjetlana",2013,132,"zenske"
"63430","Sylvia",2013,8,"zenske"
"63431","Sadija",2013,5,"zenske"
"63432","Saha",2013,39,"zenske"
"63433","Saho",2013,6,"zenske"
"63434","Sahza",2013,9,"zenske"
"63435","Sana",2013,14,"zenske"
"63436","Sarika",2013,72,"zenske"
"63437","Sarka",2013,6,"zenske"
"63438","Sarlota",2013,23,"zenske"
"63439","Sarolta",2013,75,"zenske"
"63440","Sefija",2013,6,"zenske"
"63441","Sefika",2013,152,"zenske"
"63442","Sefka",2013,15,"zenske"
"63443","Sefkija",2013,5,"zenske"
"63444","Seherezada",2013,10,"zenske"
"63445","Seherzada",2013,32,"zenske"
"63446","Sehida",2013,10,"zenske"
"63447","Sehiza",2013,12,"zenske"
"63448","Sehrija",2013,12,"zenske"
"63449","Sehzada",2013,5,"zenske"
"63450","Seila",2013,10,"zenske"
"63451","Sejla",2013,132,"zenske"
"63452","Semsa",2013,106,"zenske"
"63453","Semsija",2013,6,"zenske"
"63454","Semsije",2013,6,"zenske"
"63455","Serifa",2013,29,"zenske"
"63456","Serife",2013,19,"zenske"
"63457","Serka",2013,5,"zenske"
"63458","Sevala",2013,35,"zenske"
"63459","Seca",2013,5,"zenske"
"63460","Secira",2013,12,"zenske"
"63461","Sida",2013,7,"zenske"
"63462","Skurta",2013,11,"zenske"
"63463","Solasta",2013,9,"zenske"
"63464","Solastika",2013,5,"zenske"
"63465","Spela",2013,6739,"zenske"
"63466","Spela Elizabeta",2013,7,"zenske"
"63467","Spelca",2013,106,"zenske"
"63468","Spresa",2013,14,"zenske"
"63469","Stefa",2013,10,"zenske"
"63470","Stefana",2013,29,"zenske"
"63471","Stefani",2013,6,"zenske"
"63472","Stefanija",2013,4246,"zenske"
"63473","Stefanija Ana",2013,7,"zenske"
"63474","Stefanija Ivana",2013,7,"zenske"
"63475","Stefanija Marija",2013,16,"zenske"
"63476","Stefi",2013,7,"zenske"
"63477","Stefica",2013,229,"zenske"
"63478","Stefka",2013,1315,"zenske"
"63479","Suhra",2013,16,"zenske"
"63480","Suhreta",2013,9,"zenske"
"63481","Tabea",2013,7,"zenske"
"63482","Tabita",2013,5,"zenske"
"63483","Tadea",2013,9,"zenske"
"63484","Tadeja",2013,2487,"zenske"
"63485","Tahira",2013,16,"zenske"
"63486","Taia",2013,13,"zenske"
"63487","Taiba",2013,6,"zenske"
"63488","Taibe",2013,5,"zenske"
"63489","Taida",2013,18,"zenske"
"63490","Taira",2013,24,"zenske"
"63491","Tais",2013,9,"zenske"
"63492","Taja",2013,1490,"zenske"
"63493","Tajana",2013,59,"zenske"
"63494","Tajda",2013,678,"zenske"
"63495","Tajka",2013,9,"zenske"
"63496","Tajra",2013,44,"zenske"
"63497","Tajsa",2013,6,"zenske"
"63498","Tala",2013,6,"zenske"
"63499","Talia",2013,5,"zenske"
"63500","Talija",2013,11,"zenske"
"63501","Talita",2013,9,"zenske"
"63502","Tamara",2013,3219,"zenske"
"63503","Tami",2013,11,"zenske"
"63504","Tamina",2013,7,"zenske"
"63505","Tana",2013,45,"zenske"
"63506","Tanaja",2013,80,"zenske"
"63507","Tanaya",2013,6,"zenske"
"63508","Tania",2013,14,"zenske"
"63509","Tanija",2013,24,"zenske"
"63510","Tanisa",2013,15,"zenske"
"63511","Tanita",2013,47,"zenske"
"63512","Tanja",2013,7922,"zenske"
"63513","Tanja Marija",2013,11,"zenske"
"63514","Tanjusa",2013,5,"zenske"
"63515","Tankosava",2013,7,"zenske"
"63516","Tanya",2013,8,"zenske"
"63517","Tara",2013,744,"zenske"
"63518","Tara Tanita",2013,5,"zenske"
"63519","Tarin",2013,21,"zenske"
"63520","Tarja",2013,10,"zenske"
"63521","Tasha",2013,5,"zenske"
"63522","Tasja",2013,8,"zenske"
"63523","Tasa",2013,74,"zenske"
"63524","Tatiana",2013,65,"zenske"
"63525","Tatijana",2013,24,"zenske"
"63526","Tatjana",2013,8113,"zenske"
"63527","Tatjana Alojzija",2013,5,"zenske"
"63528","Tatjana Ana",2013,7,"zenske"
"63529","Tatjana Marija",2013,34,"zenske"
"63530","Tatjana Tanja",2013,6,"zenske"
"63531","Tatjanca",2013,34,"zenske"
"63532","Tatle",2013,8,"zenske"
"63533","Tatsiana",2013,5,"zenske"
"63534","Taya",2013,35,"zenske"
"63535","Tayra",2013,18,"zenske"
"63536","Tea",2013,1559,"zenske"
"63537","Tedeja",2013,11,"zenske"
"63538","Tehvida",2013,28,"zenske"
"63539","Teja",2013,2604,"zenske"
"63540","Tejka",2013,14,"zenske"
"63541","Tekla",2013,5,"zenske"
"63542","Tena",2013,21,"zenske"
"63543","Teodora",2013,285,"zenske"
"63544","Teresa",2013,8,"zenske"
"63545","Tereza",2013,165,"zenske"
"63546","Terezija",2013,7495,"zenske"
"63547","Terezija Cvetka",2013,51,"zenske"
"63548","Terezija Marija",2013,36,"zenske"
"63549","Terezija Zinka",2013,5,"zenske"
"63550","Terezika",2013,53,"zenske"
"63551","Terezinka",2013,6,"zenske"
"63552","Terez",2013,13,"zenske"
"63553","Tesa",2013,38,"zenske"
"63554","Tessa",2013,11,"zenske"
"63555","Tetiana",2013,22,"zenske"
"63556","Tetyana",2013,57,"zenske"
"63557","Teuta",2013,43,"zenske"
"63558","Thea",2013,5,"zenske"
"63559","Tia",2013,1091,"zenske"
"63560","Tia Ana",2013,5,"zenske"
"63561","Tia Maria",2013,5,"zenske"
"63562","Tia Marija",2013,5,"zenske"
"63563","Tia Sara",2013,5,"zenske"
"63564","Tiana",2013,204,"zenske"
"63565","Tiara",2013,71,"zenske"
"63566","Ticijana",2013,18,"zenske"
"63567","Ticjana",2013,5,"zenske"
"63568","Tifa",2013,12,"zenske"
"63569","Tiffany",2013,12,"zenske"
"63570","Tihana",2013,24,"zenske"
"63571","Tija",2013,403,"zenske"
"63572","Tijana",2013,260,"zenske"
"63573","Tijara",2013,6,"zenske"
"63574","Tilcka",2013,10,"zenske"
"63575","Tilika",2013,5,"zenske"
"63576","Tilka",2013,114,"zenske"
"63577","Tima",2013,13,"zenske"
"63578","Timea",2013,64,"zenske"
"63579","Timeja",2013,63,"zenske"
"63580","Timka",2013,27,"zenske"
"63581","Timoteja",2013,20,"zenske"
"63582","Tina",2013,7711,"zenske"
"63583","Tinaja",2013,6,"zenske"
"63584","Tinca",2013,47,"zenske"
"63585","Tinea",2013,7,"zenske"
"63586","Tineja",2013,19,"zenske"
"63587","Tinica",2013,6,"zenske"
"63588","Tinka",2013,234,"zenske"
"63589","Tinkara",2013,1171,"zenske"
"63590","Tisa",2013,224,"zenske"
"63591","Tita",2013,82,"zenske"
"63592","Titina",2013,6,"zenske"
"63593","Tiva",2013,14,"zenske"
"63594","Tiziana",2013,7,"zenske"
"63595","Tiya",2013,5,"zenske"
"63596","Tjana",2013,5,"zenske"
"63597","Tjara",2013,7,"zenske"
"63598","Tjasa",2013,6502,"zenske"
"63599","Tjaska",2013,5,"zenske"
"63600","Toda",2013,10,"zenske"
"63601","Todora",2013,5,"zenske"
"63602","Todorka",2013,8,"zenske"
"63603","Toja",2013,15,"zenske"
"63604","Tomislava",2013,31,"zenske"
"63605","Tomislavka",2013,5,"zenske"
"63606","Tomka",2013,12,"zenske"
"63607","Toncka",2013,338,"zenske"
"63608","Tonica",2013,8,"zenske"
"63609","Tonija",2013,9,"zenske"
"63610","Tonika",2013,7,"zenske"
"63611","Tonja",2013,114,"zenske"
"63612","Tonka",2013,65,"zenske"
"63613","Tosja",2013,21,"zenske"
"63614","Trajanka",2013,12,"zenske"
"63615","Trauda",2013,8,"zenske"
"63616","Traudi",2013,9,"zenske"
"63617","Treza",2013,12,"zenske"
"63618","Trina",2013,71,"zenske"
"63619","Tringa",2013,8,"zenske"
"63620","Trini",2013,6,"zenske"
"63621","Trisha",2013,13,"zenske"
"63622","Trisa",2013,15,"zenske"
"63623","Trivuna",2013,6,"zenske"
"63624","Truda",2013,29,"zenske"
"63625","Tuana",2013,8,"zenske"
"63626","Tugomira",2013,5,"zenske"
"63627","Tyra",2013,9,"zenske"
"63628","Ubavka",2013,8,"zenske"
"63629","Ula",2013,788,"zenske"
"63630","Ulfeta",2013,9,"zenske"
"63631","Ulla",2013,25,"zenske"
"63632","Ulrika",2013,6,"zenske"
"63633","Uma",2013,57,"zenske"
"63634","Umihana",2013,7,"zenske"
"63635","Umija",2013,5,"zenske"
"63636","Umka",2013,5,"zenske"
"63637","Una",2013,50,"zenske"
"63638","Ursula",2013,38,"zenske"
"63639","Ursa",2013,1605,"zenske"
"63640","Ursika",2013,7,"zenske"
"63641","Urska",2013,7440,"zenske"
"63642","Ursula",2013,474,"zenske"
"63643","Ute",2013,6,"zenske"
"63644","Vafire",2013,6,"zenske"
"63645","Vahdeta",2013,10,"zenske"
"63646","Vahida",2013,80,"zenske"
"63647","Vahide",2013,14,"zenske"
"63648","Vaja",2013,6,"zenske"
"63649","Valbona",2013,10,"zenske"
"63650","Valbone",2013,20,"zenske"
"63651","Valburga",2013,95,"zenske"
"63652","Valci",2013,28,"zenske"
"63653","Valcka",2013,7,"zenske"
"63654","Valda",2013,11,"zenske"
"63655","Valdete",2013,16,"zenske"
"63656","Valenka",2013,5,"zenske"
"63657","Valentina",2013,2582,"zenske"
"63658","Valentina Marija",2013,5,"zenske"
"63659","Valentyna",2013,10,"zenske"
"63660","Valeria",2013,23,"zenske"
"63661","Valerija",2013,2506,"zenske"
"63662","Valerija Marija",2013,5,"zenske"
"63663","Valerina",2013,7,"zenske"
"63664","Valeriya",2013,12,"zenske"
"63665","Valeska",2013,8,"zenske"
"63666","Vali",2013,8,"zenske"
"63667","Valika",2013,8,"zenske"
"63668","Valmira",2013,5,"zenske"
"63669","Valmire",2013,8,"zenske"
"63670","Valnea",2013,10,"zenske"
"63671","Valtruda",2013,7,"zenske"
"63672","Vana",2013,13,"zenske"
"63673","Vanda",2013,587,"zenske"
"63674","Vanda Marija",2013,7,"zenske"
"63675","Vaneja",2013,10,"zenske"
"63676","Vanesa",2013,515,"zenske"
"63677","Vanessa",2013,220,"zenske"
"63678","Vanja",2013,2021,"zenske"
"63679","Vanna",2013,5,"zenske"
"63680","Varja",2013,75,"zenske"
"63681","Vasa",2013,7,"zenske"
"63682","Vasilija",2013,50,"zenske"
"63683","Vasiljka",2013,17,"zenske"
"63684","Vasilka",2013,12,"zenske"
"63685","Vasja",2013,21,"zenske"
"63686","Vaska",2013,20,"zenske"
"63687","Vasva",2013,14,"zenske"
"63688","Vasvija",2013,33,"zenske"
"63689","Vedrana",2013,58,"zenske"
"63690","Vehida",2013,12,"zenske"
"63691","Vekoslava",2013,156,"zenske"
"63692","Velena",2013,10,"zenske"
"63693","Veliborka",2013,7,"zenske"
"63694","Velida",2013,30,"zenske"
"63695","Velika",2013,12,"zenske"
"63696","Velina",2013,6,"zenske"
"63697","Velinka",2013,76,"zenske"
"63698","Velja",2013,5,"zenske"
"63699","Venceslava",2013,35,"zenske"
"63700","Venceslava",2013,42,"zenske"
"63701","Vencka",2013,6,"zenske"
"63702","Vendi",2013,7,"zenske"
"63703","Venera",2013,20,"zenske"
"63704","Veneranda",2013,7,"zenske"
"63705","Venesa",2013,37,"zenske"
"63706","Venka",2013,10,"zenske"
"63707","Vera",2013,3055,"zenske"
"63708","Vera Ana",2013,6,"zenske"
"63709","Vera Franciska",2013,7,"zenske"
"63710","Vera Marija",2013,32,"zenske"
"63711","Verena",2013,116,"zenske"
"63712","Verenka",2013,12,"zenske"
"63713","Verica",2013,830,"zenske"
"63714","Verka",2013,43,"zenske"
"63715","Vernesa",2013,10,"zenske"
"63716","Verona",2013,236,"zenske"
"63717","Veronica",2013,16,"zenske"
"63718","Veronika",2013,4799,"zenske"
"63719","Veronika Marija",2013,13,"zenske"
"63720","Veruska",2013,9,"zenske"
"63721","Vesa",2013,6,"zenske"
"63722","Vesela",2013,5,"zenske"
"63723","Veselina",2013,5,"zenske"
"63724","Veselinka",2013,28,"zenske"
"63725","Veseljka",2013,13,"zenske"
"63726","Veselka",2013,54,"zenske"
"63727","Vesna",2013,7665,"zenske"
"63728","Vesna Marija",2013,11,"zenske"
"63729","Vezira",2013,13,"zenske"
"63730","Vezire",2013,19,"zenske"
"63731","Victoria",2013,25,"zenske"
"63732","Vida",2013,5456,"zenske"
"63733","Vida Ana",2013,10,"zenske"
"63734","Vida Franciska",2013,6,"zenske"
"63735","Vida Ivana",2013,5,"zenske"
"63736","Vida Marija",2013,44,"zenske"
"63737","Vidanka",2013,7,"zenske"
"63738","Vidica",2013,12,"zenske"
"63739","Vidka",2013,13,"zenske"
"63740","Vidojka",2013,42,"zenske"
"63741","Vidosava",2013,83,"zenske"
"63742","Viera",2013,6,"zenske"
"63743","Vijola",2013,6,"zenske"
"63744","Vijoleta",2013,31,"zenske"
"63745","Vijolica",2013,10,"zenske"
"63746","Vika",2013,106,"zenske"
"63747","Viki",2013,19,"zenske"
"63748","Vikica",2013,67,"zenske"
"63749","Viktoria",2013,43,"zenske"
"63750","Viktoriia",2013,11,"zenske"
"63751","Viktorija",2013,1979,"zenske"
"63752","Viktorija Marija",2013,8,"zenske"
"63753","Viktoriya",2013,29,"zenske"
"63754","Viktorja",2013,5,"zenske"
"63755","Vildana",2013,27,"zenske"
"63756","Vilhelmina",2013,16,"zenske"
"63757","Viljana",2013,14,"zenske"
"63758","Viljema",2013,7,"zenske"
"63759","Viljemina",2013,60,"zenske"
"63760","Viljemka",2013,14,"zenske"
"63761","Viljenka",2013,25,"zenske"
"63762","Vilka",2013,11,"zenske"
"63763","Vilma",2013,897,"zenske"
"63764","Vilma Marija",2013,5,"zenske"
"63765","Vincencija",2013,88,"zenske"
"63766","Vinka",2013,169,"zenske"
"63767","Viola",2013,19,"zenske"
"63768","Violeta",2013,513,"zenske"
"63769","Violete",2013,12,"zenske"
"63770","Violetka",2013,9,"zenske"
"63771","Violetta",2013,6,"zenske"
"63772","Vira",2013,9,"zenske"
"63773","Virgilija",2013,5,"zenske"
"63774","Virginia",2013,8,"zenske"
"63775","Virginija",2013,20,"zenske"
"63776","Virineja",2013,7,"zenske"
"63777","Virna",2013,6,"zenske"
"63778","Vislava",2013,22,"zenske"
"63779","Visnja",2013,107,"zenske"
"63780","Visnjica",2013,10,"zenske"
"63781","Vita",2013,1021,"zenske"
"63782","Vitka",2013,11,"zenske"
"63783","Vitomira",2013,10,"zenske"
"63784","Vitoslava",2013,34,"zenske"
"63785","Vittoria",2013,6,"zenske"
