"","ime","leto","stevilo","spol"
"53556","Desa",2011,64,"zenske"
"53557","Desanka",2011,216,"zenske"
"53558","Desimirka",2011,5,"zenske"
"53559","Desire",2011,15,"zenske"
"53560","Desiree",2011,19,"zenske"
"53561","Desa",2011,8,"zenske"
"53562","Deva",2011,11,"zenske"
"53563","Devana",2011,5,"zenske"
"53564","Devla",2011,13,"zenske"
"53565","Devleta",2011,15,"zenske"
"53566","Dezire",2011,5,"zenske"
"53567","Diana",2011,787,"zenske"
"53568","Dida",2011,6,"zenske"
"53569","Diellza",2011,10,"zenske"
"53570","Dijana",2011,790,"zenske"
"53571","Dika",2011,22,"zenske"
"53572","Dilara",2011,7,"zenske"
"53573","Dilva",2011,8,"zenske"
"53574","Dina",2011,141,"zenske"
"53575","Dinka",2011,33,"zenske"
"53576","Diomira",2011,5,"zenske"
"53577","Diona",2011,6,"zenske"
"53578","Dita",2011,23,"zenske"
"53579","Ditka",2011,25,"zenske"
"53580","Divna",2011,67,"zenske"
"53581","Djana",2011,6,"zenske"
"53582","Djellza",2011,8,"zenske"
"53583","Djemila",2011,18,"zenske"
"53584","Djuja",2011,11,"zenske"
"53585","Djuka",2011,16,"zenske"
"53586","Djula",2011,18,"zenske"
"53587","Djurdja",2011,14,"zenske"
"53588","Djurdjica",2011,35,"zenske"
"53589","Djurdjija",2011,16,"zenske"
"53590","Dobrica",2011,14,"zenske"
"53591","Dobrila",2011,109,"zenske"
"53592","Dobrinka",2011,38,"zenske"
"53593","Dobruska",2011,5,"zenske"
"53594","Dolores",2011,512,"zenske"
"53595","Doma",2011,12,"zenske"
"53596","Domenika",2011,7,"zenske"
"53597","Dominika",2011,321,"zenske"
"53598","Dona",2011,29,"zenske"
"53599","Donata",2011,16,"zenske"
"53600","Donatella",2011,8,"zenske"
"53601","Donika",2011,11,"zenske"
"53602","Donjeta",2011,16,"zenske"
"53603","Donka",2011,8,"zenske"
"53604","Donna",2011,16,"zenske"
"53605","Dora",2011,438,"zenske"
"53606","Dora Marija",2011,5,"zenske"
"53607","Dorentina",2011,9,"zenske"
"53608","Dori",2011,5,"zenske"
"53609","Doriana",2011,7,"zenske"
"53610","Dorica",2011,137,"zenske"
"53611","Dorijana",2011,12,"zenske"
"53612","Dorina",2011,41,"zenske"
"53613","Doris",2011,559,"zenske"
"53614","Dorjana",2011,36,"zenske"
"53615","Dorotea",2011,44,"zenske"
"53616","Doroteja",2011,1445,"zenske"
"53617","Doroteja Marija",2011,11,"zenske"
"53618","Dorothea",2011,6,"zenske"
"53619","Dosta",2011,19,"zenske"
"53620","Dostana",2011,10,"zenske"
"53621","Draga",2011,608,"zenske"
"53622","Draga Marija",2011,6,"zenske"
"53623","Dragana",2011,728,"zenske"
"53624","Dragi",2011,7,"zenske"
"53625","Dragica",2011,6635,"zenske"
"53626","Dragica Karolina",2011,8,"zenske"
"53627","Dragica Marija",2011,10,"zenske"
"53628","Draginja",2011,107,"zenske"
"53629","Dragojla",2011,26,"zenske"
"53630","Dragomila",2011,6,"zenske"
"53631","Dragomira",2011,82,"zenske"
"53632","Dragosava",2011,7,"zenske"
"53633","Dragoslava",2011,57,"zenske"
"53634","Dragotina",2011,73,"zenske"
"53635","Draguska",2011,10,"zenske"
"53636","Drazana",2011,13,"zenske"
"53637","Drazena",2011,11,"zenske"
"53638","Drazenka",2011,31,"zenske"
"53639","Drena",2011,30,"zenske"
"53640","Drenka",2011,29,"zenske"
"53641","Drina",2011,9,"zenske"
"53642","Drita",2011,45,"zenske"
"53643","Dubravka",2011,181,"zenske"
"53644","Dunja",2011,557,"zenske"
"53645","Dursuma",2011,22,"zenske"
"53646","Dusa",2011,55,"zenske"
"53647","Dusana",2011,31,"zenske"
"53648","Dusanka",2011,1293,"zenske"
"53649","Dusica",2011,407,"zenske"
"53650","Dusica Marija",2011,6,"zenske"
"53651","Duska",2011,137,"zenske"
"53652","Dzana",2011,12,"zenske"
"53653","Dzarije",2011,7,"zenske"
"53654","Dzehva",2011,19,"zenske"
"53655","Dzejla",2011,6,"zenske"
"53656","Dzemila",2011,62,"zenske"
"53657","Dzemile",2011,8,"zenske"
"53658","Dzenana",2011,30,"zenske"
"53659","Dzeneta",2011,10,"zenske"
"53660","Dzeni",2011,9,"zenske"
"53661","Dzenisa",2011,10,"zenske"
"53662","Dzenita",2011,23,"zenske"
"53663","Dzevada",2011,15,"zenske"
"53664","Dzevahira",2011,9,"zenske"
"53665","Dzevida",2011,15,"zenske"
"53666","Dzina",2011,6,"zenske"
"53667","Ecaterina",2011,5,"zenske"
"53668","Eda",2011,175,"zenske"
"53669","Edeltraud",2011,14,"zenske"
"53670","Edeltruda",2011,9,"zenske"
"53671","Edes",2011,6,"zenske"
"53672","Edica",2011,17,"zenske"
"53673","Edina",2011,351,"zenske"
"53674","Edisa",2011,109,"zenske"
"53675","Edit",2011,29,"zenske"
"53676","Edita",2011,742,"zenske"
"53677","Edita Marija",2011,6,"zenske"
"53678","Edith",2011,21,"zenske"
"53679","Edmira",2011,7,"zenske"
"53680","Edna",2011,10,"zenske"
"53681","Edona",2011,30,"zenske"
"53682","Edvarda",2011,26,"zenske"
"53683","Edvina",2011,54,"zenske"
"53684","Egidija",2011,29,"zenske"
"53685","Egzona",2011,22,"zenske"
"53686","Ehlimana",2011,7,"zenske"
"53687","Ejla",2011,7,"zenske"
"53688","Ekaterina",2011,26,"zenske"
"53689","Ekrema",2011,29,"zenske"
"53690","Ela",2011,903,"zenske"
"53691","Elda",2011,134,"zenske"
"53692","Eldina",2011,49,"zenske"
"53693","Elen",2011,44,"zenske"
"53694","Elena",2011,561,"zenske"
"53695","Eleonora",2011,106,"zenske"
"53696","Elfete",2011,5,"zenske"
"53697","Elfi",2011,6,"zenske"
"53698","Elfije",2011,11,"zenske"
"53699","Elfrida",2011,66,"zenske"
"53700","Elfriede",2011,5,"zenske"
"53701","Elhame",2011,9,"zenske"
"53702","Elhana",2011,6,"zenske"
"53703","Eli",2011,72,"zenske"
"53704","Eliana",2011,5,"zenske"
"53705","Elica",2011,113,"zenske"
"53706","Elida",2011,42,"zenske"
"53707","Elide",2011,9,"zenske"
"53708","Elifa",2011,5,"zenske"
"53709","Elin",2011,26,"zenske"
"53710","Elina",2011,35,"zenske"
"53711","Elis",2011,38,"zenske"
"53712","Elisa",2011,48,"zenske"
"53713","Elisabeth",2011,14,"zenske"
"53714","Elisabetta",2011,9,"zenske"
"53715","Elita",2011,6,"zenske"
"53716","Eliza",2011,49,"zenske"
"53717","Elizabet",2011,10,"zenske"
"53718","Elizabeta",2011,4120,"zenske"
"53719","Elizabeta Marija",2011,14,"zenske"
"53720","Elizabeta Spela",2011,7,"zenske"
"53721","Elizabeth",2011,9,"zenske"
"53722","Eljesa",2011,8,"zenske"
"53723","Elka",2011,38,"zenske"
"53724","Elke",2011,5,"zenske"
"53725","Ella",2011,102,"zenske"
"53726","Ellen",2011,20,"zenske"
"53727","Elma",2011,219,"zenske"
"53728","Elmaza",2011,5,"zenske"
"53729","Elmedina",2011,60,"zenske"
"53730","Elmina",2011,13,"zenske"
"53731","Elmira",2011,26,"zenske"
"53732","Elona",2011,10,"zenske"
"53733","Elsa",2011,35,"zenske"
"53734","Elvane",2011,5,"zenske"
"53735","Elvedina",2011,70,"zenske"
"53736","Elvina",2011,23,"zenske"
"53737","Elvira",2011,648,"zenske"
"53738","Elvisa",2011,146,"zenske"
"53739","Elza",2011,170,"zenske"
"53740","Elzana",2011,7,"zenske"
"53741","Ema",2011,3669,"zenske"
"53742","Ema Ana",2011,8,"zenske"
"53743","Ema Marija",2011,16,"zenske"
"53744","Emana",2011,5,"zenske"
"53745","Emanuela",2011,139,"zenske"
"53746","Emi",2011,20,"zenske"
"53747","Emica",2011,123,"zenske"
"53748","Emila",2011,14,"zenske"
"53749","Emili",2011,28,"zenske"
"53750","Emilia",2011,24,"zenske"
"53751","Emilie",2011,5,"zenske"
"53752","Emilija",2011,1805,"zenske"
"53753","Emilija Marija",2011,12,"zenske"
"53754","Emilija Milena",2011,8,"zenske"
"53755","Emilijana",2011,107,"zenske"
"53756","Emilja",2011,11,"zenske"
"53757","Emiljana",2011,20,"zenske"
"53758","Emily",2011,16,"zenske"
"53759","Emina",2011,553,"zenske"
"53760","Emine",2011,72,"zenske"
"53761","Emira",2011,220,"zenske"
"53762","Emka",2011,6,"zenske"
"53763","Emma",2011,103,"zenske"
"53764","Emra",2011,6,"zenske"
"53765","Emrije",2011,8,"zenske"
"53766","Emsada",2011,8,"zenske"
"53767","Emsuda",2011,24,"zenske"
"53768","Ena",2011,27,"zenske"
"53769","Endrina",2011,11,"zenske"
"53770","Enea",2011,21,"zenske"
"53771","Eneja",2011,148,"zenske"
"53772","Enesa",2011,51,"zenske"
"53773","Engelberta",2011,8,"zenske"
"53774","Eni",2011,15,"zenske"
"53775","Enia",2011,14,"zenske"
"53776","Enida",2011,11,"zenske"
"53777","Enisa",2011,252,"zenske"
"53778","Enita",2011,9,"zenske"
"53779","Enja",2011,87,"zenske"
"53780","Enrika",2011,5,"zenske"
"53781","Envera",2011,8,"zenske"
"53782","Enya",2011,27,"zenske"
"53783","Era",2011,5,"zenske"
"53784","Erica",2011,11,"zenske"
"53785","Erika",2011,2892,"zenske"
"53786","Erika Marija",2011,19,"zenske"
"53787","Erin",2011,49,"zenske"
"53788","Erina",2011,9,"zenske"
"53789","Erisa",2011,6,"zenske"
"53790","Erjona",2011,8,"zenske"
"53791","Ermelinda",2011,9,"zenske"
"53792","Ermina",2011,126,"zenske"
"53793","Erminija",2011,30,"zenske"
"53794","Ermira",2011,13,"zenske"
"53795","Erna",2011,981,"zenske"
"53796","Erna Marija",2011,13,"zenske"
"53797","Ernada",2011,8,"zenske"
"53798","Ernesa",2011,14,"zenske"
"53799","Ernesta",2011,112,"zenske"
"53800","Ernestina",2011,128,"zenske"
"53801","Erntruda",2011,7,"zenske"
"53802","Erona",2011,6,"zenske"
"53803","Ervina",2011,41,"zenske"
"53804","Erza",2011,21,"zenske"
"53805","Erzsebet",2011,16,"zenske"
"53806","Erzumane",2011,9,"zenske"
"53807","Erzebet",2011,16,"zenske"
"53808","Esada",2011,27,"zenske"
"53809","Esma",2011,198,"zenske"
"53810","Esmeralda",2011,22,"zenske"
"53811","Esmina",2011,10,"zenske"
"53812","Esmira",2011,25,"zenske"
"53813","Estela",2011,8,"zenske"
"53814","Ester",2011,323,"zenske"
"53815","Estera",2011,186,"zenske"
"53816","Esterka",2011,6,"zenske"
"53817","Esther",2011,10,"zenske"
"53818","Esefa",2011,7,"zenske"
"53819","Eta",2011,13,"zenske"
"53820","Etel",2011,7,"zenske"
"53821","Etelka",2011,81,"zenske"
"53822","Eufemija",2011,9,"zenske"
"53823","Eugenija",2011,11,"zenske"
"53824","Eva",2011,6933,"zenske"
"53825","Eva Ana",2011,7,"zenske"
"53826","Eva Barbara",2011,6,"zenske"
"53827","Eva Julija",2011,17,"zenske"
"53828","Eva Katarina",2011,5,"zenske"
"53829","Eva Lucija",2011,5,"zenske"
"53830","Eva Maria",2011,6,"zenske"
"53831","Eva Marija",2011,38,"zenske"
"53832","Eva Zala",2011,10,"zenske"
"53833","Evelin",2011,176,"zenske"
"53834","Evelina",2011,202,"zenske"
"53835","Eveline",2011,6,"zenske"
"53836","Evelyn",2011,20,"zenske"
"53837","Evgenia",2011,5,"zenske"
"53838","Evgenija",2011,94,"zenske"
"53839","Evica",2011,58,"zenske"
"53840","Evita",2011,81,"zenske"
"53841","Evlalija",2011,20,"zenske"
"53842","Ezana",2011,6,"zenske"
"53843","Fabijana",2011,9,"zenske"
"53844","Fadila",2011,154,"zenske"
"53845","Fahira",2011,19,"zenske"
"53846","Fahreta",2011,15,"zenske"
"53847","Fahrija",2011,12,"zenske"
"53848","Fahrije",2011,18,"zenske"
"53849","Faiza",2011,5,"zenske"
"53850","Fajla",2011,5,"zenske"
"53851","Faketa",2011,12,"zenske"
"53852","Fanci",2011,13,"zenske"
"53853","Fani",2011,237,"zenske"
"53854","Fanika",2011,287,"zenske"
"53855","Farije",2011,16,"zenske"
"53856","Farzila",2011,6,"zenske"
"53857","Fata",2011,102,"zenske"
"53858","Fate",2011,36,"zenske"
"53859","Fatima",2011,479,"zenske"
"53860","Fatime",2011,141,"zenske"
"53861","Fatjona",2011,10,"zenske"
"53862","Fatka",2011,18,"zenske"
"53863","Fatlinda",2011,8,"zenske"
"53864","Fatma",2011,62,"zenske"
"53865","Fatmira",2011,5,"zenske"
"53866","Fatmire",2011,29,"zenske"
"53867","Fazila",2011,17,"zenske"
"53868","Fazile",2011,5,"zenske"
"53869","Federica",2011,6,"zenske"
"53870","Fedha",2011,5,"zenske"
"53871","Fehima",2011,20,"zenske"
"53872","Fehime",2011,6,"zenske"
"53873","Fehrija",2011,7,"zenske"
"53874","Fekrije",2011,8,"zenske"
"53875","Felicita",2011,50,"zenske"
"53876","Ferdeze",2011,5,"zenske"
"53877","Ferdinanda",2011,47,"zenske"
"53878","Ferida",2011,128,"zenske"
"53879","Feride",2011,16,"zenske"
"53880","Fernanda",2011,6,"zenske"
"53881","Festina",2011,6,"zenske"
"53882","Fetija",2011,15,"zenske"
"53883","Fetije",2011,30,"zenske"
"53884","Fidanka",2011,5,"zenske"
"53885","Fides",2011,7,"zenske"
"53886","Fiknete",2011,8,"zenske"
"53887","Fikra",2011,9,"zenske"
"53888","Fikreta",2011,160,"zenske"
"53889","Fikrete",2011,5,"zenske"
"53890","Fikrije",2011,10,"zenske"
"53891","Filipa",2011,11,"zenske"
"53892","Filipina",2011,25,"zenske"
"53893","Filloreta",2011,6,"zenske"
"53894","Filomena",2011,50,"zenske"
"53895","Fina",2011,10,"zenske"
"53896","Finka",2011,23,"zenske"
"53897","Fiona",2011,35,"zenske"
"53898","Fiorela",2011,8,"zenske"
"53899","Fiorella",2011,6,"zenske"
"53900","Fitore",2011,21,"zenske"
"53901","Fjolla",2011,11,"zenske"
"53902","Flavia",2011,9,"zenske"
"53903","Flavija",2011,13,"zenske"
"53904","Flora",2011,44,"zenske"
"53905","Florentina",2011,16,"zenske"
"53906","Flori",2011,5,"zenske"
"53907","Florijana",2011,100,"zenske"
"53908","Florijana Cvetka",2011,5,"zenske"
"53909","Florije",2011,19,"zenske"
"53910","Florina",2011,11,"zenske"
"53911","Florinda",2011,6,"zenske"
"53912","Florjana",2011,102,"zenske"
"53913","Flurije",2011,11,"zenske"
"53914","Franca",2011,78,"zenske"
"53915","Francesca",2011,11,"zenske"
"53916","Francika",2011,15,"zenske"
"53917","Franciska",2011,60,"zenske"
"53918","Franciska",2011,6,"zenske"
"53919","Francka",2011,418,"zenske"
"53920","Franciska",2011,9240,"zenske"
"53921","Franciska Ana",2011,8,"zenske"
"53922","Franciska Antonija",2011,5,"zenske"
"53923","Franciska Ivana",2011,6,"zenske"
"53924","Franciska Jozefa",2011,5,"zenske"
"53925","Franciska Marija",2011,24,"zenske"
"53926","Francka",2011,10,"zenske"
"53927","Franica",2011,53,"zenske"
"53928","Franja",2011,307,"zenske"
"53929","Franjica",2011,32,"zenske"
"53930","Franka",2011,140,"zenske"
"53931","Franziska",2011,8,"zenske"
"53932","Freja",2011,8,"zenske"
"53933","Frida",2011,398,"zenske"
"53934","Friderika",2011,228,"zenske"
"53935","Fuada",2011,6,"zenske"
"53936","Fulvia",2011,7,"zenske"
"53937","Gabi",2011,65,"zenske"
"53938","Gabika",2011,6,"zenske"
"53939","Gabriela",2011,432,"zenske"
"53940","Gabriela Marija",2011,6,"zenske"
"53941","Gabriele",2011,11,"zenske"
"53942","Gabriella",2011,19,"zenske"
"53943","Gabrijela",2011,2182,"zenske"
"53944","Gabrijela Jelka",2011,9,"zenske"
"53945","Gabrijela Marija",2011,22,"zenske"
"53946","Gaia",2011,92,"zenske"
"53947","Gaja",2011,978,"zenske"
"53948","Gala",2011,61,"zenske"
"53949","Galina",2011,39,"zenske"
"53950","Galja",2011,10,"zenske"
"53951","Ganimet",2011,5,"zenske"
"53952","Ganimete",2011,31,"zenske"
"53953","Ganna",2011,12,"zenske"
"53954","Gea",2011,47,"zenske"
"53955","Gena",2011,10,"zenske"
"53956","Geni",2011,9,"zenske"
"53957","Genovefa",2011,244,"zenske"
"53958","Gentiana",2011,13,"zenske"
"53959","Georgina",2011,11,"zenske"
"53960","Gera",2011,33,"zenske"
"53961","Gerda",2011,9,"zenske"
"53962","Gerlinda",2011,5,"zenske"
"53963","Germana",2011,12,"zenske"
"53964","Gerta",2011,15,"zenske"
"53965","Gertrud",2011,9,"zenske"
"53966","Gertruda",2011,65,"zenske"
"53967","Gertrude",2011,5,"zenske"
"53968","Gianna",2011,8,"zenske"
"53969","Gigliola",2011,7,"zenske"
"53970","Gilda",2011,6,"zenske"
"53971","Giliola",2011,8,"zenske"
"53972","Gina",2011,72,"zenske"
"53973","Gioconda",2011,7,"zenske"
"53974","Gioia",2011,7,"zenske"
"53975","Giorgina",2011,9,"zenske"
"53976","Giovanna",2011,6,"zenske"
"53977","Gisella",2011,6,"zenske"
"53978","Gita",2011,24,"zenske"
"53979","Giulia",2011,19,"zenske"
"53980","Giuliana",2011,26,"zenske"
"53981","Giuseppina",2011,12,"zenske"
"53982","Gizela",2011,746,"zenske"
"53983","Gizela Marija",2011,6,"zenske"
"53984","Gizella",2011,14,"zenske"
"53985","Gjurgjica",2011,11,"zenske"
"53986","Gloria",2011,152,"zenske"
"53987","Glorija",2011,136,"zenske"
"53988","Goja",2011,24,"zenske"
"53989","Gojka",2011,7,"zenske"
"53990","Gorana",2011,49,"zenske"
"53991","Goranka",2011,29,"zenske"
"53992","Gordana",2011,1750,"zenske"
"53993","Gorica",2011,45,"zenske"
"53994","Gorjana",2011,5,"zenske"
"53995","Gospa",2011,63,"zenske"
"53996","Gospana",2011,16,"zenske"
"53997","Gospava",2011,30,"zenske"
"53998","Gospe",2011,6,"zenske"
"53999","Gospova",2011,32,"zenske"
"54000","Gozdana",2011,5,"zenske"
"54001","Graciela",2011,13,"zenske"
"54002","Gracija",2011,6,"zenske"
"54003","Gracijana",2011,5,"zenske"
"54004","Gracijela",2011,82,"zenske"
"54005","Gracjela",2011,26,"zenske"
"54006","Grazia",2011,5,"zenske"
"54007","Graziella",2011,18,"zenske"
"54008","Gresa",2011,13,"zenske"
"54009","Greta",2011,374,"zenske"
"54010","Greti",2011,37,"zenske"
"54011","Gretica",2011,26,"zenske"
"54012","Gretka",2011,5,"zenske"
"54013","Grozda",2011,37,"zenske"
"54014","Grozdana",2011,98,"zenske"
"54015","Grusa",2011,7,"zenske"
"54016","Gusti",2011,6,"zenske"
"54017","Gzime",2011,8,"zenske"
"54018","Gyongyi",2011,8,"zenske"
"54019","Gyongyike",2011,7,"zenske"
"54020","Habiba",2011,10,"zenske"
"54021","Habibe",2011,12,"zenske"
"54022","Hadije",2011,5,"zenske"
"54023","Hadjija",2011,5,"zenske"
"54024","Hadzera",2011,8,"zenske"
"54025","Hadzere",2011,5,"zenske"
"54026","Hadzira",2011,8,"zenske"
"54027","Hafeza",2011,10,"zenske"
"54028","Hafiza",2011,10,"zenske"
"54029","Haidi",2011,5,"zenske"
"54030","Hajdeja",2011,16,"zenske"
"54031","Hajdi",2011,38,"zenske"
"54032","Hajnalka",2011,10,"zenske"
"54033","Hajra",2011,51,"zenske"
"54034","Hajrija",2011,79,"zenske"
"54035","Hajrije",2011,31,"zenske"
"54036","Hajrusa",2011,6,"zenske"
"54037","Halida",2011,79,"zenske"
"54038","Halima",2011,27,"zenske"
"54039","Halime",2011,19,"zenske"
"54040","Halyna",2011,13,"zenske"
"54041","Hamida",2011,53,"zenske"
"54042","Hamide",2011,23,"zenske"
"54043","Hamsa",2011,5,"zenske"
"54044","Hana",2011,2033,"zenske"
"54045","Hana Marija",2011,10,"zenske"
"54046","Hanah",2011,9,"zenske"
"54047","Hanca",2011,5,"zenske"
"54048","Hance",2011,6,"zenske"
"54049","Hani",2011,8,"zenske"
"54050","Hanifa",2011,49,"zenske"
"54051","Hanife",2011,26,"zenske"
"54052","Hanija",2011,13,"zenske"
"54053","Hanka",2011,60,"zenske"
"54054","Hankija",2011,5,"zenske"
"54055","Hanna",2011,111,"zenske"
"54056","Hannah",2011,18,"zenske"
"54057","Hannelore",2011,5,"zenske"
"54058","Harisa",2011,17,"zenske"
"54059","Haseda",2011,47,"zenske"
"54060","Hasema",2011,7,"zenske"
"54061","Hasiba",2011,64,"zenske"
"54062","Hasibe",2011,32,"zenske"
"54063","Hasija",2011,30,"zenske"
"54064","Hasime",2011,9,"zenske"
"54065","Hasnija",2011,99,"zenske"
"54066","Hasija",2011,8,"zenske"
"54067","Hasima",2011,6,"zenske"
"54068","Hata",2011,49,"zenske"
"54069","Hatema",2011,6,"zenske"
"54070","Hatidza",2011,69,"zenske"
"54071","Hatidze",2011,31,"zenske"
"54072","Hatije",2011,7,"zenske"
"54073","Hatide",2011,5,"zenske"
"54074","Hatixhe",2011,14,"zenske"
"54075","Hatka",2011,15,"zenske"
"54076","Hato",2011,6,"zenske"
"54077","Hava",2011,79,"zenske"
"54078","Hazbije",2011,5,"zenske"
"54079","Hazema",2011,19,"zenske"
"54080","Hazemina",2011,14,"zenske"
"54081","Hazima",2011,13,"zenske"
"54082","Haxhere",2011,9,"zenske"
"54083","Heda",2011,36,"zenske"
"54084","Hedija",2011,23,"zenske"
"54085","Hedviga",2011,68,"zenske"
"54086","Hedvika",2011,960,"zenske"
"54087","Hedvika Marija",2011,11,"zenske"
"54088","Heidi",2011,62,"zenske"
"54089","Hejdi",2011,6,"zenske"
"54090","Hela",2011,8,"zenske"
"54091","Helena",2011,6825,"zenske"
"54092","Helena Alenka",2011,11,"zenske"
"54093","Helena Jelka",2011,11,"zenske"
"54094","Helena Marija",2011,28,"zenske"
"54095","Helenca",2011,115,"zenske"
"54096","Helga",2011,119,"zenske"
"54097","Helma",2011,5,"zenske"
"54098","Hema",2011,71,"zenske"
"54099","Henrika",2011,25,"zenske"
"54100","Herma",2011,10,"zenske"
"54101","Hermina",2011,1036,"zenske"
"54102","Hermina Marija",2011,6,"zenske"
"54103","Herminija",2011,5,"zenske"
"54104","Herta",2011,132,"zenske"
"54105","Hiacinta",2011,5,"zenske"
"54106","Hida",2011,15,"zenske"
"54107","Hidajeta",2011,19,"zenske"
"54108","Hidajete",2011,6,"zenske"
"54109","Hijacinta",2011,21,"zenske"
"54110","Hikmeta",2011,9,"zenske"
"54111","Hilarija",2011,33,"zenske"
"54112","Hilda",2011,710,"zenske"
"54113","Hilda Marija",2011,7,"zenske"
"54114","Hildegard",2011,17,"zenske"
"54115","Hildegarda",2011,94,"zenske"
"54116","Himka",2011,6,"zenske"
"54117","Himzija",2011,5,"zenske"
"54118","Hinka",2011,6,"zenske"
"54119","Hojka",2011,14,"zenske"
"54120","Hristina",2011,16,"zenske"
"54121","Huanita",2011,5,"zenske"
"54122","Hurija",2011,6,"zenske"
"54123","Hyra",2011,5,"zenske"
"54124","Hyrije",2011,5,"zenske"
"54125","Hysnije",2011,6,"zenske"
"54126","Ibadete",2011,9,"zenske"
"54127","Ibojka",2011,13,"zenske"
"54128","Iboljka",2011,16,"zenske"
"54129","Ibolka",2011,25,"zenske"
"54130","Ibolyka",2011,5,"zenske"
"54131","Ida",2011,2331,"zenske"
"54132","Ida Marija",2011,25,"zenske"
"54133","Ifeta",2011,77,"zenske"
"54134","Igbala",2011,6,"zenske"
"54135","Igbale",2011,5,"zenske"
"54136","Ignacija",2011,12,"zenske"
"54137","Ika",2011,53,"zenske"
"54138","Ilaria",2011,14,"zenske"
"54139","Ilda",2011,28,"zenske"
"54140","Ildiko",2011,9,"zenske"
"54141","Ileana",2011,7,"zenske"
"54142","Ilena",2011,5,"zenske"
"54143","Ilenia",2011,8,"zenske"
"54144","Ilhana",2011,12,"zenske"
"54145","Ilijana",2011,13,"zenske"
"54146","Ilinka",2011,88,"zenske"
"54147","Ilirjana",2011,5,"zenske"
"54148","Ilka",2011,17,"zenske"
"54149","Ilma",2011,11,"zenske"
"54150","Ilmije",2011,9,"zenske"
"54151","Ilona",2011,94,"zenske"
"54152","Ilonka",2011,68,"zenske"
"54153","Ilvana",2011,10,"zenske"
"54154","Iman",2011,13,"zenske"
"54155","Imelda",2011,8,"zenske"
"54156","Ina",2011,293,"zenske"
"54157","Inaja",2011,18,"zenske"
"54158","Inara",2011,7,"zenske"
"54159","Inaya",2011,12,"zenske"
"54160","Indi",2011,5,"zenske"
"54161","Indira",2011,177,"zenske"
"54162","Ines",2011,2306,"zenske"
"54163","Inesa",2011,15,"zenske"
"54164","Inga",2011,41,"zenske"
"54165","Inge",2011,121,"zenske"
"54166","Ingeborg",2011,53,"zenske"
"54167","Ingrid",2011,799,"zenske"
"54168","Inja",2011,114,"zenske"
"54169","Inka",2011,19,"zenske"
"54170","Inna",2011,28,"zenske"
"54171","Inti",2011,23,"zenske"
"54172","Iolanda",2011,6,"zenske"
"54173","Ira",2011,39,"zenske"
"54174","Iren",2011,6,"zenske"
"54175","Irena",2011,12570,"zenske"
"54176","Irena Marija",2011,35,"zenske"
"54177","Irenca",2011,104,"zenske"
"54178","Irene",2011,27,"zenske"
"54179","Irenka",2011,42,"zenske"
"54180","Irfeta",2011,6,"zenske"
"54181","Irina",2011,122,"zenske"
"54182","Irinka",2011,5,"zenske"
"54183","Iris",2011,966,"zenske"
"54184","Irma",2011,1227,"zenske"
"54185","Irma Marija",2011,8,"zenske"
"54186","Irmgard",2011,10,"zenske"
"54187","Irmica",2011,8,"zenske"
"54188","Irmina",2011,23,"zenske"
"54189","Irna",2011,6,"zenske"
"54190","Iren",2011,12,"zenske"
"54191","Iryna",2011,52,"zenske"
"54192","Isa",2011,26,"zenske"
"54193","Isabel",2011,38,"zenske"
"54194","Isabela",2011,52,"zenske"
"54195","Isabella",2011,43,"zenske"
"54196","Isabelle",2011,12,"zenske"
"54197","Isidora",2011,11,"zenske"
"54198","Iskra",2011,10,"zenske"
"54199","Isma",2011,15,"zenske"
"54200","Ismeta",2011,193,"zenske"
"54201","Ismetka",2011,5,"zenske"
"54202","Ismije",2011,5,"zenske"
"54203","Issa",2011,6,"zenske"
"54204","Isa",2011,11,"zenske"
"54205","Ita",2011,22,"zenske"
"54206","Iva",2011,931,"zenske"
"54207","Ivana",2011,8902,"zenske"
"54208","Ivana Alojzija",2011,6,"zenske"
"54209","Ivana Ana",2011,18,"zenske"
"54210","Ivana Franciska",2011,27,"zenske"
"54211","Ivana Jozefa",2011,7,"zenske"
"54212","Ivana Marija",2011,84,"zenske"
"54213","Ivana Milena",2011,7,"zenske"
"54214","Ivana Terezija",2011,7,"zenske"
"54215","Ivana Vida",2011,6,"zenske"
"54216","Ivancica",2011,12,"zenske"
"54217","Ivanica",2011,5,"zenske"
"54218","Ivanka",2011,5545,"zenske"
"54219","Ivanka Marija",2011,9,"zenske"
"54220","Ives",2011,6,"zenske"
"54221","Iveta",2011,7,"zenske"
"54222","Ivi",2011,9,"zenske"
"54223","Ivica",2011,1032,"zenske"
"54224","Ivjana",2011,5,"zenske"
"54225","Ivka",2011,221,"zenske"
"54226","Ivona",2011,125,"zenske"
"54227","Ivusa",2011,6,"zenske"
"54228","Iza",2011,556,"zenske"
"54229","Izabel",2011,19,"zenske"
"54230","Izabela",2011,208,"zenske"
"54231","Izabella",2011,6,"zenske"
"54232","Izadora",2011,8,"zenske"
"54233","Izeta",2011,99,"zenske"
"54234","Izidora",2011,91,"zenske"
"54235","Jacinta",2011,11,"zenske"
"54236","Jacqueline",2011,14,"zenske"
"54237","Jadrana",2011,6,"zenske"
"54238","Jadranka",2011,876,"zenske"
"54239","Jadviga",2011,26,"zenske"
"54240","Jaga",2011,20,"zenske"
"54241","Jagica",2011,8,"zenske"
